sEdnite	Agpmpay-t	sedn
•	X	•
sRce	Ncnsn	srce
••	X	••
i	Cc	i
.	Z	.

svE	Pi-nsn	sav
glEdaš	Vmr2s	gledati
od	Sg	od
Izvod	Ncmsn	izvod
pa	Cc	pa
ispletEš	Vmr2s	isplesti
jEdno	Mlcnsn	jedan
dvE	Mlcf	dva
pOsle	Sg	posle
evE	Npfsg	Eva
od	Sg	od
tvojE	Pxsg	tvoj
nOj	Pd-nsn	onaj
glEdaš	Vmr2s	gledati
.	Z	.

ali	Cc	ali
dvA	Mlc	dva
mEtra	Ncmsg	metar
trEba	Vmr3s	trebati
da	Cs	da
ispletEš	Vmr2s	isplesti
svE	Pi-nsn	sav
.	Z	.

mOre	Vmr3s	moći
mAnje	Rgc	malo
•	X	•
da	Cs	da
ti	Pp2-sd	ti
i	Cc	i
ne	Qz	ne
prIčam	Vmr1s	pričati
kvO	Pi-nsa	kvo
e	Var3s	biti
bIla	Vcp-sf	biti
mUka	Ncfsn	muka
((laugh))	X	((laugh))
.	Z	.

jAo	I	jao
bOže	Npmsv	bog
.	Z	.

takvO	Pd-nsn	takav
bilO	Vmp-sn	biti
čUdo	Ncnsa	čudo
.	Z	.

vEzlo	Vmp-sn	vesti
se	Px--sa	sebe
i	Cc	i
tOj	Pd-nsn	taj
••	X	••
vEzli	Vmp-pm	vesti
se	Px--sa	sebe
jAstuci	Ncmpn	jastuk
.	Z	.

od	Sg	od
vUnu	Ncfsa	vuna
se	Pxsa	sebe
izƏtku	Vmr3p	izətći
jAstuci	Ncmpn	jastuk
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
sve	Pi-nsn	sav
tOj	Pd-nsn	taj
navezE	Vmr3s	navesti
.	Z	.

səs	Si	sa
dvE	Mlcf	dva
bOje	Ncfpa	boja
s	Si	sa
jEdnu	Mlcfsa	jedan
bOju	Ncfsa	boja
kOj	Cs	kao
kakvO	Pi-nsn	kakav
vOli	Vmr3s	voliti
cRveno	Rgp	crven
žUto	Rgp	žuto
.	Z	.

Izvod	Ncmsn	izvod
kakAv	Pisn	kakav
se	Pxsa	sebe
nAjde	Vmr3s	naći
na	Sa	na
rUže	Ncfpa	ruža
na	Sa	na
onOj	Pd-nsa	onaj
pa	Cc	pa
svE	Pi-nsn	sav
.	Z	.

vezEš	Vmr2s	vesti
i	Cc	i
tOj	Pd-nsn	taj
sam	Var1s	biti
radEla	Vmp-sf	radeti
i	Cc	i
.	Z	.

izƏtka	Vmr3s	izətkati
se	Pxsa	sebe
platnO	Rgp	platno
•	X	•
cRno	Rgp	crno
u	Sl	u
prEgju	Npmsl	prEg
pa	Cc	pa
se	Px--sa	sebe
vezE	Ncfpn	veza
.	Z	.

za	Sa	za
prekrivAči	Ncmpn	prekrivač
Isto	Agpnsny	isti
.	Z	.

odOle	Vmr3p	odoleti
pOred	Sg	pored
krAj	Ncmsan	kraj
navezEš	Vmr2s	navesti
sve	Pi-nsn	sav
.	Z	.

i	Cc	i
takO	Rgp	tako
je	Var3s	biti
.	Z	.

pa	Cc	pa
•	X	•
po	Sl	po
kRstica	Vmp-sn	krstiti
se	Px--sa	sebe
vEzlo	Vmp-sn	vesti
.	Z	.

Iglu	Ncmsn	iglu
udEneš	Npmsn	udEneš
pa	Cc	pa
nadOle	Ncfpn	nadola
*nagOre	Px--sa	*nagOre
nadOle	Vmp-pf	nadoti
nagOre*	Qr	nagOre*
.	Z	.

ne	Qz	ne
na	Si	na
čaršAvi	Ncmpn	čaršav
ne	Qz	ne
i	Cc	i
na	Sa	na
••	X	••
tOj	Pd-nsn	taj
se	Px--sa	sebe
vEzlo	Vmp-sn	vesti
na	Sa	na
.	Z	.

na	Sa	na
onAj	Pd-msn	onaj
gjErgjev	Ncmsn	gjergjev
jA	Pp1-sn	ja
səm	Vcr1s	biti
tOj	Pd-nsn	taj
na	Sa	na
mašInu	Ncfsa	mašina
vEzla	Vmpf	vesti
kəd	Ncmsan	kəd
•	X	•
tAnko	Cs	tAnko
vOj	Cs	vOj
štO	Cs	što
səm	Var1s	biti
strukAla	Vmp-sf	strukati
vEzla	Vmp-sf	vesti
.	Z	.

onO	Pd-nsn	onaj
gjergjEv	Pi-nsn	gjergjEv
pa	Cc	pa
••	X	••
razƏpneš	Ncnsn	razəpneš
i	Cc	i
sAmo	Rgp	samo
ovAk	Rgp	ovako
.	Z	.

pomIcaš	Npmsn	pomIcaš
•	X	•
u	Sa	u
kakO	Cs	kako
li	Cc	ili
səm	Var1s	biti
Oči	Ncnpn	oko
imAla	Vmp-sf	imati
pa	Cc	pa
Oću	Var1s	hteti
sƏg	Rgp	sad
da	Cs	da
Ima	Vmr3s	imati
samo	Rgp	samo
sUze	Vmr3p	suziti
vRču	Ncmsd	vrč
e	I	e
•	X	•
jAo	I	jao
.	Z	.

pa	Cc	pa
i	Cc	i
na	Sa	na
lAmpu	Ncmsay	Lampa
no	Cc	no
nE	Qz	ne
imAlo	Vmp-sn	imati
sIjalica	Ncfsn	sijalica
•	X	•
nego	Cc	nego
na	Sa	na
lAmpu	Npnsa	lAmpu
.	Z	.

pa	Cc	pa
•	X	•
kƏd	Vmp-sm	kəti
se	Px--sa	sebe
plElo	Vmp-sn	plesti
pa	Cc	pa
miljIqi	Pi-nsn	miljIqi
sam	Var1s	biti
plEla	Vmp-sf	plesti
.	Z	.

na	Sa	na
okrUglu	Agpfsay	okrugao
iglU	Ncfsa	igla
••	X	••
tAta	Ncmsn	tata
mi	Pp1-sd	ja
naprAja	Sa	naprAja
šəv	Agpfsay	šəi
žIcu	Ncfsa	žica
.	Z	.

pa	Cc	pa
zaOštri	Vmr3s	zaoštriti
••	X	••
pa	Cc	pa
pletEm	Vmr1s	plesti
pff	Qo	pff
pe	Mlc	pet
šEt	Mlc	šet
sam	Var1s	biti
donEla	Vmp-sf	doneti
bIla	Vmp-sf	biti
plEtem	Vmr1s	plesti
i	Cc	i
svE	Pi-nsn	sav
.	Z	.

pa	Cc	pa
nEcuvano	Ncfpn	necuvana
nEkakvo	Pi-nsn	nekakav
bIlo	Vmp-sn	biti
tOj	Pd-nsn	taj
mi	Pp1-sd	ja
tEtka	Ncfsn	tetka
ovdE	Rgp	ovde
u	Sl	u
lepEnu	Npmsl	Lepen
bilA	Vcp-sf	biti
onA	Pp3fsn	on
mi	Pp1-sd	ja
necuvAla	Vmp-sf	necuvati
jA	Pp1-sn	ja
nesAm	Var1s	biti
.	Z	.

tOlka	Agpfsny	tolki
iglA	Ncfsn	igla
pa	Cc	pa
sve	Pi-nsn	sav
nekakvO	Pi-nsn	nekakav
promIca	Ncmsg	promiac
proz	Sa	kroz
nEšto	Pi3n-a	nešto
tAm	Rgp	tamo
pa	Cc	pa
.	Z	.

((XXX))	X	((xxx))
svE	Pi-nsn	sav
se	Px--sa	sebe
tOj	Pd-nsn	taj
pOcepi	Ncfpn	pocep
•	X	•
((laugh))	X	((laugh))
nEma	Vmr3s	imati
nIšta	Pi3n-n	ništa
više	Rgc	mnogo
.	Z	.

i	Cc	i
takO	Rgp	tako
.	Z	.

tOj	Pd-nsn	taj
šUpkavo	Pi-nsn	šUpkavo
tOj	Pd-nsn	taj
se	Px--sa	sebe
šUpka	Ncmsg	šupak
samo	Rgp	samo
vAko	Mdc	vako
na	Sa	na
gjergjEv	Ncmsan	gjergjev
.	Z	.

što	Cs	što
ti	Pp2-sd	ti
je	Vcr3s	biti
ovAk	Rgp	ovako
•	X	•
klAckaš	Vmr2s	klackati
i	Cc	i
dOl	Rgp	dole
səs	Si	sa
nOge	Ncfpn	noga
i	Cc	i
onO	Pd-nsn	onaj
nonAj	Pi-nsn	nonAj
.	Z	.

iglA	Ncfsn	igla
••	X	••
tAm	Rgp	tamo
ovAm	Rgp	ovamo
tAm	Rgp	tamo
ovAm	Rgp	ovamo
kakvO	Pi-nsn	kakav
trEba	Vmr3s	trebati
kəd	Rgp	kəd
trEba	Vmr3s	trebati
ti	Pp2-sd	ti
pUštiš	Rgp	puštiš
ovAk	Rgp	ovako
kakO	Cs	kako
nEšto	Pi3n-n	nešto
nAdugačko	Agpnsny	nadugački
.	Z	.

ovAk	Rgp	ovako
pOsle	Rgp	posle
na	Sa	na
tAm	Rgp	tamo
na	Sa	na
vAm	Rgp	ovamo
prE	Sg	pre
.	Z	.

jOš	Rgp	još
tOj	Pd-nsn	taj
Ima	Vmr3s	imati
povukUje	Px--sa	povukUje
se	Px--sa	sebe
tOj	Pd-nsn	taj
takvO	Pd-nsn	takav
šUpkavo	Px--sa	šUpkavo
.	Z	.

pa	Cc	pa
nEmam	Vmr1s	imati
ovdE	Rgp	ovde
bAš	Rgp	baš
ali	Cc	ali
po	Sl	po
••	X	••
nadIzano	Agpnsny	nadizan
po	Sa	po
tavAne	Ncmpa	tavan
i	Cc	i
po	Rgp	po
onOj	Pd-nsn	onaj
svE	Pi-nsn	sav
ostarElo	Vmp-sn	ostareti
tOj	Pd-nsn	taj
.	Z	.

snA	Ncfsn	snaja
je	Var3s	biti
sudljIva	Appfsny	sudljiti
((laugh))	X	((laugh))
ne	Qz	ne
trEba	Vmr3s	trebati
((XXX))	X	((xxx))
•	X	•
hm	I	hm
.	Z	.

i	Cc	i
takO	Rgp	tako
.	Z	.

čaršAvi	Ncmpn	čaršav
səm	Var1s	biti
si	Px--sd	sebe
imAla	Vmp-sf	imati
dvA	Mlc	dva
šUpkavi	Ncmpn	šupkav
pa	Cc	pa
••	X	••
jAstuci	Ncmpn	jastuk
čEtri	Mlc	četiri
pa	Cc	pa
.	Z	.

svAšta	Pi3n-n	svašta
•	X	•
səm	Var1s	biti
rabotIla	Vmp-sf	rabotati
i	Cc	i
za	Sa	za
drUgoga	Mlomsg	drugi
səm	Var1s	biti
•	X	•
kecElje	Ncfpn	kecelja
.	Z	.

tA	Cs	da
səm	Var1s	biti
pošupkAla	Vmp-sf	pošupkati
.	Z	.

na	Sa	na
svI	Pi-mpn	sav
rEdom	Rgp	redom
.	Z	.

pa	Cc	pa
košUlje	Ncfpn	košulja
.	Z	.

imAle	Vmp-pf	imati
kOlko	Pq-nsn	koliki
•	X	•
sƏg	Rgp	sad
sam	Var1s	biti
davAla	Vmp-sf	davati
košUlju	Ncfsa	košulja
skOro	Rgp	skoro
na	Sa	na
parAunuku	Ncfsa	paraunuka
.	Z	.

za	Sa	za
nArodnu	Agpfsay	narodni
nOšnju	Ncfsa	nošnja
••	X	••
šUpkavu	Npmsd	šUpkav
.	Z	.

i	Cc	i
jelEče	Npmpa	Jeleč
•	X	•
onOj	Pd-msn	onaj
što	Cs	što
••	Vaa3s	••
i	Cc	i
sUknja	Ncfsn	suknja
tkanAa	Qr	tkanAa
.	Z	.

svE	Pi-nsn	sav
tOj	Pd-nsn	taj
rEko	Vmp-sm	reći
Eto	I	eto
dObro	Rgp	dobro
dOšli	Vmp-pm	doći
sƏg	Rgp	sad
si	Px--sd	sebe
Imam	Vmr1s	imati
za	Sa	za
•	X	•
za	Sa	za
parIčke	Ncfpa	parička
.	Z	.

te	Pp2-sa	ti
.	Z	.

za	Sa	za
nArodnu	Agpfsay	narodni
nOšnju	Ncfsa	nošnja
.	Z	.

pa	Cc	pa
sUknja	Ncfsn	suknja
bIla	Vcp-sf	biti
•	X	•
bilE	Vmp-pf	biti
šarenE	Agpfsgy	šaren
jednE	Mlcfsg	jedan
nEki	Pipn	neki
praIli	Vmp-pm	praviti
od	Sg	od
•	X	•
Isto	Agpnsny	isti
tkanO	Agpnsny	tkan
pa	Cc	pa
ovdEka	Rgp	ovde
i	Cc	i
vEzli	Vmp-pm	vesti
dOle	Rgp	dole
nEki	Pi-mpn	neki
.	Z	.

stAvi	Vmr3s	staviti
se	Px--sa	sebe
dOle	Rgp	dole
nOj	Ncmsn	noj
plIš	Ncmsn	pliš
pa	Cc	pa
se	Px--sa	sebe
na	Sa	na
njeg	Pp3msa	on
navezE	Vmr3s	navesti
səs	Si	sa
onIja	Pp3mpn	onaj
manIsta	Vmp-pm	manisti
nekakvI	Pi-mpn	nekakav
pa	Cc	pa
.	Z	.

a	Cc	a
mojA	Ps1fsn	moj
si	Px--sd	sebe
bIla	Vmp-sf	biti
tkanA	Appfsny	tkati
od	Sg	od
•	X	•
mAti	Ncfsn	mati
si	Px--sd	sebe
tkalA	Vmp-sf	tkati
tOj	Pd-nsn	taj
sa	Si	sa
svAakakvu	Ncmsay	svaakakva
sOrtu	Ncfsa	sorta
.	Z	.

pa	Cc	pa
po	Sa	po
dvA	Mlc	dva
redIća	Npmpg	Redić
po	Sa	po
dvA	Mlc	dva
redIća	Npmpg	Redić
po	Sa	po
dvA	Mlc	dva
redIća	Vcp-sn	rediti
pa	Cc	pa
svE	Pi-nsn	sav
šarenO	Agpnsny	šaren
.	Z	.

sAmo	Rgp	samo
na	Sa	na
nEk	Qo	neka
tUj	Rgp	tu
kod	Sg	kod
nji	Pp3-pa	oni
dOle	Rgp	dole
•	X	•
skOro	Rgp	skoro
imAlo	Vmp-sn	imati
nArodnu	Agpfsay	narodni
nOšnju	Ncfsa	nošnja
.	Z	.

detE	Ncnsn	dete
pa	Cc	pa
.	Z	.

Oni	Pp3mpn	oni
u	Sa	u
knjAževac	Npmsay	knjaževac
•	X	•
mi	Pp1-sd	ja
e	I	e
unUka	Ncmsay	unuk
Udata	Appfsny	udati
.	Z	.

i	Cc	i
takO	Rgp	tako
e	I	e
.	Z	.

jelEče	Npmsn	jelEče
tO	Pd-nsn	taj
e	Vcr3s	biti
onIja	Pd-msn	onaj
.	Z	.

sOmotni	Agpmpny	somotni
pa	Cc	pa
ovdE	Rgp	ovde
sve	Pi-nsn	sav
onO	Pd-nsn	onaj
pOzamantir	Pi-msn	pOzamantir
kakvO	Pi-nsn	kakav
e	I	e
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
tUj	Rgp	tu
zakAči	Vmr3s	zakačiti
na	Sa	na
dvE	Mlcf-n	dva
dUgma	Ncmsay	dugm
•	X	•
krAtko	Rgp	kratko
ovAk	Rgp	ovako
.	Z	.

šarenI	Agpmsny	šaren
jAko	Rgp	jako
lEpi	Agpmsny	lep
••	X	••
bIli	Vmp-pm	biti
.	Z	.

od	Sg	od
••	X	••
pa	Cc	pa
od	Sg	od
sOmot	Vmp-sn	somti
se	Px--sa	sebe
pravIlo	Vmp-sn	praviti
.	Z	.

a	Cc	a
Okolo	Sg	okolo
onOj	Pd-nsa	onaj
po	Sl	po
zvAli	Vmp-pm	zvati
smo	Var1p	biti
ga	Pp3msa	on
pOzamantr	Vmp-pm	pozamanti
kakvO	Pi-nsn	kakav
e	Var3s	biti
nE	Qz	ne
znam	Vmr1s	znati
sve	Qo	sve
ovAk	Rgp	ovako
trAke	Ncfpn	traka
pa	Cc	pa
se	Px--sa	sebe
tOj	Pd-nsn	taj
tUj	Rgp	tu
svE	Pi-nsn	sav
.	Z	.

Opšito	Npmsn	Opšito
pa	Cc	pa
.	Z	.

kupuvAlo	Vmp-sn	kupuvati
se	Px--sa	sebe
tOj	Pd-nsn	taj
pa	Cc	pa
••	X	••
Isto	Rgp	isto
šnAjderka	Ncfsn	šnajderka
sašIje	Vmr3s	sašiti
.	Z	.

i	Cc	i
.	Z	.

nOsi	Vmr3s	nositi
se	Px--sa	sebe
.	Z	.

čarApe	Ncfpn	čarapa
••	X	••
nOšene	Appfpny	nositi
vUnene	Agpfpny	vunen
.	Z	.

šUpkave	Xf	šUpkave
vEžene	Xf	vEžene
.	Z	.

nEki	Pi-msn	neki
vezE	Vmr3s	vesti
nEki	Pipn	neki
na	Sl	na
šUpku	Ncmsl	šupak
ispletE	Vmr3s	isplesti
.	Z	.

ali	Cc	ali
eto	I	eto
jA	Pp1-sn	ja
nEsam	Var1s	biti
nIšta	Pi3n-a	ništa
tOj	Pd-nsn	taj
sačuvAla	Vmp-sf	sačuvati
svE	Qo	sve
səm	Var1s	biti
imAla	Vmp-sf	imati
sƏg	Rgp	sad
za	Sa	za
detE	Ncnsa	dete
smo	Var1p	biti
mUke	Ncfpa	muka
mučIli	Vmp-pm	mučiti
.	Z	.

tražIli	Vmpm	tražiti
smo	Var1p	biti
da	Cs	da
nabAvimo	Vmr1p	nabaviti
te	Cc	te
šUpkave	Ncfpn	šupkava
čarApe	Ncfpn	čarapa
za	Sa	za
nArodnu	Agpfsay	narodni
nOšnju	Ncfsa	nošnja
.	Z	.

te	Cc	te
neg	Ncmpn	ne
nEgde	Rgp	negde
mAja	Npmsg	maj
našlA	Vmp-sf	naći
.	Z	.

i	Cc	i
takOj	Rgp	tako
.	Z	.

nesAm	Var1s	biti
jA	Pp1-sn	ja
kroIla	Agpfsny	kroili
mAma	Ncfsn	mama
kroIla	Vmp-sf	kroiti
jA	Pp1-sn	ja
səm	Vcr1s	biti
sAmo	Rgp	samo
.	Z	.

tOj	Pd-nsa	taj
sam	Var1s	biti
bIla	Vcp-sf	biti
naučIla	Vmp-sf	naučiti
nEsam	Var1s	biti
Išla	Vmp-sf	ići
nIgde	Rgp	nigde
da	Cs	da
Učim	Vmr1s	učiti
a	Cc	a
mAti	Ncfsn	mati
mi	Pp1-sd	ja
Išla	Vmp-sf	ići
u	Sa	u
bUčje	Ncnsa	bučje
imAla	Vmp-sf	imati
nEka	Qo	neka
.	Z	.

štO	Pi3n	što
učIla	Vmp-sf	učiti
takOj	Rgp	tako
dEcu	Ncnpa	dete
pa	Cc	pa
ju	Pp3fsa	on
mOji	Vmp-pm	moti
dAli	Vmp-pm	dati
te	Cc	te
•	X	•
sedEla	Vmp-sf	sedeti
gOre	Rgp	gore
.	Z	.

i	Cc	i
naučIla	Vmpf	naučiti
zanAt	Ncmsan	zanat
a	Cc	a
•	X	•
jA	Pp1-sn	ja
səm	Vcr1s	biti
sAmo	Rgp	samo
na	Sl	na
mAmu	Ncmsl	mam
naučIla	Vmp-sf	naučiti
da	Cs	da
šUpkam	Qr	šUpkam
.	Z	.

a	Cc	a
nIsam	Var1s	biti
kroIla	Vmp-sf	kroiti
.	Z	.

onA	Pp3fsn	on
si	Px--sd	sebe
mi	Pp1-sd	ja
kakvO	Pi-nsn	kakav
trEba	Vmr3s	trebati
krOi	Npmsn	krOi
onA	Pp3fsn	on
.	Z	.

u	Sa	u
svE	Pi-nsa	sav
••	X	••
i	Cc	i
aljIne	Ncfpn	aljina
i	Cc	i
jAkne	Ncfpn	jakna
i	Cc	i
.	Z	.

sUknje	Ncfpa	suknja
i	Cc	i
blUze	Ncfpa	bluza
i	Cc	i
svE	Pi-nsa	sav
što	Pq-nsn	što
vidEla	Vmp-sf	videti
svE	Pipn	sav
svE	Pi-nsn	sav
umEla	Vmp-sf	umeti
.	Z	.

da	Cs	da
skrOi	Qr	skrOi
.	Z	.

i	Cc	i
da	Cs	da
ti	Pp2-sd	ti
sašIe	Z	sašIe
i	Cc	i
tOj	Pd-nsn	taj
•	X	•
i	Cc	i
bez	Sg	bez
.	Z	.

bez	Sg	bez
mEru	Ncfsa	mera
na	Sa	na
prImer	Ncmsan	primer
bez	Sg	bez
prObu	Ncfsa	proba
kƏd	Cs	kƏd
ga	Pp3msa	on
sašIe	Var3s	sašIe
onA	Pp3fsn	on
obUče	Vmr3s	obući
onA	Pp3fsn	on
.	Z	.

i	Cc	i
primEri	Vmr3s	primeriti
i	Cc	i
ako	Cs	ako
je	Var3s	biti
na	Sa	na
nju	Pp3fsa	on
dobrO	Rgp	dobro
onO	Pd-nsn	onaj
Ona	Pp3fsn	on
bEše	Vce3s	biti
zgOdna	Agpfsny	zgodan
ne	Qz	ne
jA	Pp1-sn	ja
səm	Vcr1s	biti
debEla	Agpfsny	debeo
onA	Pp3fsn	on
•	X	•
Ona	Pp3fsn	on
e	Px--sa	sebe
bIla	Vmp-sf	biti
ovakvA	Pd-fsn	ovakav
.	Z	.

sve	Pi-nsn	sav
tOj	Pd-nsn	taj
•	X	•
premEri	Npmpn	Premer
na	Sa	na
nju	Pp3fsa	on
vEli	Vmr3s	velim
jA	Pp1-sn	ja
sam	Agpmsnn	sam
kAlup	Ncmsn	kalup
za	Sa	za
tOj	Pd-nsn	taj
vrEveše	Pi3n-n	vrEveše
svE	Pi-nsa	sav
.	Z	.

prIča	Vmr3s	pričati
••	X	••
jA	Pp1-sn	ja
sam	Vcr1s	biti
kAlup	Ncmsan	kalup
za	Sa	za
•	X	•
i	Cc	i
onA	Pp3fsn	on
si	Px--sd	sebe
premEri	Npmpn	Premer
na	Sa	na
nju	Pp3fsa	on
i	Cc	i
•	X	•
kƏd	Npmsn	kƏd
dOjde	Vmr3s	doći
na	Sa	na
prObu	Ncfsa	proba
Ono	Pd-nsn	onaj
dobrO	Rgp	dobro
((laugh))	X	((laugh))
.	Z	.

takOj	Rgp	tako
bilO	Vmp-sn	biti
.	Z	.

pa	Cc	pa
dObro	Rgp	dobro
onA	Pp3fsn	on
•	X	•
mUški	Agpmpny	muški
kapUti	Ncmpn	kaput
ne	Qz	ne
šIla	Vmp-sf	šiti
.	Z	.

sAmo	Rgp	samo
žEnsku	Agpfsay	ženski
garderObu	Ncfsa	garderoba
.	Z	.

a	Cc	a
za	Sa	za
mUški	Var1s	mUški
šIla	Vmp-sf	šiti
pantalOnice	Ncfpn	pantalonice
ovOj	Pd-nsn	ovaj
za	Sa	za
dEcu	Ncnpa	dete
za	Sa	za
.	Z	.

za	Sa	za
stAri	Agpmpn	star
ne	Qz	ne
bAš	Qo	baš
šIla	Vmp-sf	šiti
pantalOne	Ncfpn	pantalone
al	Cc	ali
za	Sa	za
dEcu	Ncnpa	dete
.	Z	.

šIla	Vmp-sf	šiti
ženE	Ncfpn	žena
donOsu	Ncmsd	donos
.	Z	.

po	Sa	po
jEftin	Agpmsnn	jeftin
ne	Qz	ne
da	Cs	da
Idu	Vmr3p	ići
bAš	Qo	baš
kod	Sg	kod
mAjstora	Ncmsg	majstor
prAvoga	Agpmsgy	prav
da	Cs	da
im	Pp3-pd	oni
prAi	Vmr3s	praviti
za	Sa	za
dEcu	Ncnpa	dete
.	Z	.

i	Cc	i
takOj	Rgp	tako
.	Z	.

dOjdu	Vmr3p	doći
decA	Ncnpn	dete
Uzme	Vmr3s	uzeti
mEru	Ncfsa	mera
.	Z	.

a	Cc	a
bilA	Vapf	biti
nEpismena	Agpfsny	nepismen
mOa	Agpfsny	moi
mAti	Ncfsn	mati
ne	Qz	ne
škOlu	Ncfsa	škola
učIla	Vmp-sf	učiti
.	Z	.

a	Cc	a
Eto	I	eto
znAla	Vmp-sf	znati
i	Cc	i
da	Cs	da
izmEri	Vmr3s	izmeriti
i	Cc	i
da	Cs	da
napIše	Vmr3s	napisati
brOevi	Agpfpay	broevi
i	Cc	i
da	Cs	da
.	Z	.

bIle	Vmp-pf	biti
•	X	•
bIli	Vmp-pm	biti
trI	Mlc	tri
decA	Ncnpn	dete
pa	Cc	pa
.	Z	.

nEsu	Var3p	biti
ju	Pp3fsa	on
nju	Pp3fsa	on
•	X	•
dAl	Vmp-sm	dati
dEda	Ncmsn	deda
napalOn	Npmsn	napalOn
i	Cc	i
kAntu	Ncfsa	kanta
mAs	Npmsn	mAs
.	Z	.

na	Sa	na
učItelja	Ncmsay	učitelj
da	Cs	da
ju	Pp3fsa	on
ne	Qz	ne
.	Z	.

trAže	Vmr3p	tražiti
u	Sa	u
škOlu	Ncfsa	škola
.	Z	.

te	Cc	te
ju	Pp3fsa	on
takO	Rgp	tako
otkinUli	Vmp-pm	otkinuti
onA	Pp3fsn	on
se	Px--sd	sebe
ljUteše	Ncfpn	ljuteša
.	Z	.

a	Cc	a
imAli	Vmp-pm	imati
dvE	Mlcf-n	dva
po	Sa	po
nju	Pp3fsa	on
bliznAci	Npfsl	bliznAca
.	Z	.

pa	Cc	pa
i	Cc	i
morAla	Vmp-sf	morati
•	X	•
mOra	Vmr3s	morati
nEsu	Var3p	biti
u	Sl	u
dAli	Ncfsl	dala
u	Sa	u
škOlu	Ncfsa	škola
da	Cs	da
čUva	Vmr3s	čuvati
dEcu	Ncnpa	dete
tu	Rgp	tu
bliznikIti*	Vcp-sn	bliznikitti
.	Z	.

za	Sa	za
tOj	Pd-nsa	taj
ne	Qz	ne
Išla	Vmp-sf	ići
u	Sa	u
škOlu	Ncfsa	škola
•	X	•
i	Cc	i
bUk	Ncmsn	buk
•	X	•
sestrE	Ncfpn	sestra
.	Z	.

ali	Cc	ali
sE	Px--sa	sebe
to	Pd-nsn	taj
umEla	Vmp-sf	umeti
svE	Pi-nsn	sav
.	Z	.

bAba	Ncfsn	baba
Olga	Npfsn	Olga
qe	Vmpf	qe
da	Cs	da
znAe	Vmr3s	znati
mlOgo	Rgp	mnogo
da	Cs	da
prIča	Vmr3s	pričati
Ona	Pp3fsn	on
stAra	Agpfsny	star
.	Z	.

pO	Sa	po
stara	Ncmsay	star
od	Sg	od
mene	Pp1-sa	ja
•	X	•
((laugh))	X	((laugh))
a	Cc	a
jA	Pp1-sn	ja
.	Z	.

svAšta	Pi3n-n	svašta
pa	Cc	pa
kudE	Rgp	kuda
ću	Var1s	hteti
.	Z	.

svAšta	Pi3n-n	svašta
smo	Var1p	biti
.	Z	.

sAmo	Rgp	samo
smo	Var1p	biti
se	Px--sa	sebe
mlOgo	Rgp	mnogo
mučIli	Vmp-pm	mučiti
.	Z	.

dOjde	Vmr3s	doći
prAznik	Ncmsn	praznik
•	X	•
prigrAbiš	Vmr2s	prigrabiti
zakOlješ	Qr	zakOlješ
.	Z	.

pIle	Ncnsn	pile
čuvAli	Vmp-pm	čuvati
smo	Var1p	biti
si	Px--sd	sebe
•	X	•
u	Sa	u
u	Sl	u
avlIu	Agpfsly	avli
vOdi	Ncfsl	voda
•	X	•
izvOdimo	Vmr1p	izvoditi
pod	Si	pod
kvAčku	Npmsl	kvAčko
.	Z	.

pa	Cc	pa
za	Sa	za
svAki	Pisan	svaki
prAznik	Ncmsan	praznik
za	Sa	za
ne	Qz	ne
za	Sa	za
u	Sa	u
nEdelje	Ncfpa	nedelja
nAročito	Rgp	naročito
.	Z	.

dOjde	Vmr3s	doći
nEdelja	Ncfsn	nedelja
ti	Pp2-sd	ti
zakOlješ	Sa	zakOlješ
pIle	Ncnsa	pile
gOtviš	Npmsn	gOtviš
čOrbicu	Npmsn	čOrbicu
podvArak	Npmsn	podvarak
il	Cc	ili
krOmpir	Ncmsn	krompir
•	X	•
podEliš	Vmr2s	podeliti
ga	Pp3msa	on
na	Sa	na
dvapUt	Rgp	dvaput
.	Z	.

za	Sa	za
dvA	Mlc	dva
•	X	•
za	Sa	za
dvE	Agpnpay	dvi
jEdenja	Ncnpa	jedenje
•	X	•
te	Pdpa	taj
skUvaš	Vmr2s	skuvati
.	Z	.

i	Cc	i
takOj	Rgp	tako
a	Cc	a
ovak	Rgp	ovako
preko	Sg	preko
nEdelju	Ncfsa	nedelja
nE	Qz	ne
imAlo	Vmp-sn	imati
zamrzivačI	Ncmpn	zamrzivač
po	Sl	po
.	Z	.

nEma	Vmr3s	imati
vAri	Vmr3s	variti
se	Px--sa	sebe
si	Px--sd	sebe
Izede*	Agpmsny	izede*
krOmpir	Ncmsn	krompir
pasUlj	Npmsn	Pasulj
čOrba	Npmsn	Čorba
.	Z	.

pRženo	Appnsny	pržiti
•	X	•
nAjviše	Rgs	mnogo
vo	Pd-nsn	ovaj
vrEme	Ncnsn	vreme
•	X	•
se	Px--sa	sebe
pržIlo	Vmp-sn	pržiti
.	Z	.

stIgne	Vmr3s	stići
paprIka	Ncfsn	paprika
paradAjs	Npmsn	paradAjs
.	Z	.

sƏg	Rgp	sad
•	X	•
