desAnka	Npfsn	Desanka
se	Px--sa	sebe
i	Cc	i
trOve	Pd-nsn	trOve
gOre	Rgp	gore
ljUđe	Ncmpa	čovek
.	Z	.

u	Sa	u
na	Sa	na
mAglu	Ncfsa	magla
trOve	Pi3n-n	trOve
se	Px--sa	sebe
.	Z	.

pEvše	Xf	pEvše
ss	Xf	ss
istrovIlis	Xf	istrovIlis
.	Z	.

((?))	X	((?))
kk	Z	kk
gramAda	Npfsn	gramada
bIli	Vmp-pm	biti
.	Z	.

i	Cc	i
nemOž	Pd-nsn	nemOž
te	Cc	te
nIkoj	Pi3m-n	niko
ocEni	Ncfsl	ocena
.	Z	.

pa	Cc	pa
u	Sa	u
tOpli	Agpmsayn	topao
dOl	Ncmsan	dol
u	Sl	u
bOrot	Npmsn	Borot
u	Sl	u
.	Z	.

u	Sa	u
tOpli	Agpmsayn	topao
dOl	Ncmsan	dol
.	Z	.

i	Cc	i
u	Sa	u
tOpli	Agpmsayn	topao
dOl	Ncmsan	dol
.	Z	.

a	Cc	a
slEzli	Vmp-pm	slezti
.	Z	.

tUj	Rgp	tu
.	Z	.

slEzi	Vmm2s	sleći
tUj	Rgp	tu
nOčju	Mdc	nočju
.	Z	.

ležAli	Vmp-pm	ležati
.	Z	.

nEsu	Ncmsl	nes
znAli	Vmp-pm	znati
da	Cs	da
se	Px--sa	sebe
vRnu	Vmr3p	vrnuti
.	Z	.

i	Cc	i
Ujutru	Rgp	ujutru
i	Cc	i
.	Z	.

izvEli	Vmp-pm	izvesti
do	Sg	do
te	Pp2-sa	ti
i	Cc	i
opreIli	Pd-nsn	opreIli
gOre	Rgp	gore
da	Cs	da
si	Px--sd	sebe
otIšli	Vmp-pm	otići
.	Z	.

na	Sa	na
mAglu	Ncfsa	magla
da	Cs	da
ako	Cs	ako
smo	Var1p	biti
gOre	Rgp	gore
mI	Ncnsa	mi
.	Z	.

do	Sg	do
jAblačko	Npfsg	jAblačko
ravnIšte	Npfsg	ravnIšta
.	Z	.

nAma	Pp1d	mi
kad	Cs	kad
je	Vcr3s	biti
maglA	Ncfsn	magla
gUsta	Agpfsny	gust
.	Z	.

i	Cc	i
jA	Pp1-sn	ja
kOlko	Pq-nsn	koliki
pUt	Rgp	put
kad	Cs	kad
Idem	Vmr1s	ići
u	Sa	u
borOvnice	Ncfpa	borovnica
.	Z	.

zavIjem	Vmr1s	zaviti
on/	Mdc	on/
ondE	Rgp	onda
na	Sa	na
tresIju	Ncfsa	tresija
.	Z	.

jA	Pp1-sn	ja
Onda	Rgp	onda
.	Z	.

aa	Cc	a
.	Z	.

tUuj	Qr	tUuj
.	Z	.

grEši	Vmr3s	grešiti
čovEk	Ncmsn	čovek
.	Z	.

nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

tOj	Pd-nsn	taj
tOj	Pd-nsn	taj
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

mOžda	Rgp	možda
da	Cs	da
su	Var3p	biti
al	Cc	ali
ne	Qz	ne
mOg	Vmr1s	moći
da	Cs	da
pAdne	Vmr3s	pasti
.	Z	.

nemOg	Vmr1s	nemuti
da	Cs	da
pamtIm	Vmr1s	pamtiti
.	Z	.

zmEj	Qr	zmEj
.	Z	.

smOk	Npmsn	smOk
zmejAt	Npmsn	zmejAt
.	Z	.

Oni	Pp3mpn	oni
ga	Pp3msa	on
Oku	Ncfsa	oka
zmEj	Npmsn	zmEj
.	Z	.

zmEj	Npmsn	zmEj
u	Sa	u
kAmen	Ncmsan	kamen
sedI	Agpmsny	sed
.	Z	.

jA	Pp1-sn	ja
kad	Cs	kad
sam	Var1s	biti
bIla	Vmp-sf	biti
ovčAr	Ncmsn	ovčar
.	Z	.

ne	Qz	ne
bilA	Vmp-sf	biti
sam	Var1s	biti
sIjačka	Npfsn	sIjačka
.	Z	.

ka	Cs	kad
znAm	Vmr1s	znati
.	Z	.

deu	Npfsa	Dea
.	Z	.

pUštimo	Vmr1p	puštiti
Ovce	Ncfpn	ovca
pa	Cc	pa
izlEznemo	Vmr1p	izleznuti
gOre	Rgp	gore
.	Z	.

u	Sl	u
mrIšinu	Npmsl	mrIšin
padInu	Ncfsa	padina
.	Z	.

i	Cc	i
poglEdamo	Vmr1p	pogledati
mI	Pp1-pn	ja
.	Z	.

Ono	Pd-nsn	onaj
.	Z	.

ovAk	Rgp	ovako
.	Z	.

kAmen	Ncmsn	kamen
golEm	Agpmsnn	golem
.	Z	.

e	I	e
onO	Pd-nsn	onaj
cepOtina	Pi-nsn	cepOtina
ovAk	Rgp	ovako
.	Z	.

a	Cc	a
na	Sl	na
onU	Ncmsl	on
cEpotinutu	Ncfsa-t	cepotina
kad	Cs	kad
poglEdaš	Vmr2s	pogledati
.	Z	.

ovAk	Rgp	ovako
.	Z	.

Odma	Rgp	odmah
sja	Vmr3s	sjati
prevRne	Vmr3s	prevrnuti
.	Z	.

a	Cc	a
žltO	Pi3n-a	žltO
.	Z	.

aa	Cc	a
na	Sa	na
verIšće	Npmsan	verIšće
.	Z	.

v	X	v
klkO	Vmp-sn	klti
se	Px--sa	sebe
prevRče	Ncfpn	prevrča
.	Z	.

i	Cc	i
mI	Pp1-pn	ja
Odi	Sg	od
dalEko	Rgp	daleko
poglEdamo	Vmr1p	pogledati
.	Z	.

onO	Pd-nsn	onaj
si	Px--sd	sebe
sedI	Vmr3s	sedeti
a	Cc	a
onO	Pd-nsn	onaj
tOj	Pd-nsn	taj
.	Z	.

tOj	Pd-nsn	taj
zmejAt	Ncmsn	zmej
u	Sa	u
tOj	Pd-nsa	taj
u	Sl	u
kamenAt	Ncfsl	kamen
.	Z	.

i	Cc	i
sve	Pi-nsn	sav
bEgamo	Mlonsn	begami
.	Z	.

tUj	Rgp	tu
sam	Var1s	biti
čUla	Vmp-sf	čuti
((?))	X	((?))
.	Z	.

pazIli	Vmp-pm	paziti
smo	Var1p	biti
.	Z	.

da	Cs	da
smo	Var1p	biti
se	Px--sa	sebe
plašIli	Vmp-pm	plašiti
.	Z	.

da	Cs	da
se	Px--sa	sebe
nizkotRlja	Vmr3s	nizkotrljati
pa	Cc	pa
će	Var3s	hteti
ni	Qo	ni
pobIje	Vmr3s	pobiti
.	Z	.

((laugh))	X	((laugh))
.	Z	.

pa	Cc	pa
onO	Pd-nsn	onaj
.	Z	.

c	Npmsn	C
.	Z	.

ak	Vmm2s	ak
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

ma	I	ma
jok	I	jok
.	Z	.

Ono	Pp3nsn	on
u	Sa	u
u	Sa	u
kAmen	Ncmsan	kamen
.	Z	.

kAmen	Ncmsn	kamen
Ono	Pd-nsn	onaj
nEje	Var3s	biti
kAko	Cs	kako
kAmen	Ncmsn	kamen
sIne	Ncmsv	sin
.	Z	.

mAnečega	Qr	mAnečega
.	Z	.

kOlko	Pq-nsn	koliki
golEma	Agpmsgy	golem
.	Z	.

kAm	Rgp	kad
kamenIna	Ncfsn	kamenina
kaj	Vmm2s	kajati
.	Z	.

kosObava	Qr	kosObava
.	Z	.

venAc	Ncmsn	venac
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
prepUka	Vmp-sn	preputi
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
tOj	Pd-nsn	taj
.	Z	.

je	Var3s	biti
mOra	Vmr3s	morati
u	Sl	u
uvLčeno	Npmsl	uvLčen
.	Z	.

uvLklo	Npmsn	uvLklo
se	Pxsa	sebe
u	Sa	u
tUj	Rgp	tu
šupljUrinu	Npmsl	šupljUrin
.	Z	.

i	Cc	i
tU	Rgp	tu
je	Var3s	biti
zašlO	Vmp-sn	zaći
.	Z	.

psssc	Qr	psssc
.	Z	.

ostAvljaj	Vmm2s	ostavljati
te	Cc	te
blEdte	Px--sa	blEdte
.	Z	.

tOj	Pd-nsa	taj
sam	Var1s	biti
čUla	Vmp-sf	čuti
.	Z	.

a	Cc	a
ne	Qz	ne
nE	Qz	ne
znam	Vmr1s	znati
nEsam	Var1s	biti
vidEla	Vmp-sf	videti
.	Z	.

a	Cc	a
tOj	Pd-nsn	taj
sam	Var1s	biti
i	Cc	i
jA	Pp1-sn	ja
čUla	Vmp-sf	čuti
za	Sa	za
tEj	Ncfpa	Tej
vIle	Ncfpa	vila
.	Z	.

a	Cc	a
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

pa	Cc	pa
t	Rgp	tu
samOvile	Px--sa	samOvile
nEkve	Vmp-sf	nekti
.	Z	.

vIle	Vmp-pf	viti
spUšta	Vmr3s	spuštati
se	Px--sa	sebe
.	Z	.

ozgOl	Npmsn	ozgOl
.	Z	.

samOvile	Npmsn	samOvile
.	Z	.

Okaju	Vmr3p	okati
.	Z	.

samOvile	Npmsn	samOvile
.	Z	.

samOvile	Vmp-pf	samoviti
vIle	Ncfpn	vila
.	Z	.

o	I	o
ta	Cs	da
tekvO	Pd-nsn	takav
je	Vcr3s	biti
te	Pdsg	taj
dEca	Ncnpn	dete
.	Z	.

pa	Cc	pa
kvO	Pi3n-n	kvo
rabOte	Vmr3s	rabotati
.	Z	.

u	Sa	u
nEbo	Ncnsa	nebo
tl	Ncmpg	tl
otIde	Vma3s	otići
u	Sa	u
.	Z	.

nEbo	Ncnsn	nebo
el	Qq	jel
.	Z	.

sćIta	Qr	sćIta
.	Z	.

pa	Cc	pa
si	Px--sd	sebe
Ima	Vmr3s	imati
lEgalo	Vmp-sn	legati
.	Z	.

u	Sa	u
cepOtinutu	Ncfsa-t	cepotina
dOl	Rgp	dole
.	Z	.

ko	Pi3m-n	ko
cepOtina	Pp3fsa	cepOtina
nEje	Npfsg	Neja
.	Z	.

vIdiš	Vmr2s	videti
.	Z	.

kad	Cs	kad
poglEdaš	Vmr2s	pogledati
ovAk	Rgp	ovako
onO	Pd-nsn	onaj
.	Z	.

mOra	Vmr3s	morati
da	Cs	da
Ima	Vmr3s	imati
širIna	Ncfsn	širina
.	Z	.

da	Cs	da
se	Px--sa	sebe
prevRča	Vmr3s	prevrčati
.	Z	.

kad	Cs	kad
.	Z	.

p	Cc	pa
onO	Pd-nsn	onaj
.	Z	.

aa	Cc	a
?	Z	?
.	Z	.

e	I	e
pa	Cc	pa
tOj	Pd-nsn	taj
nE	Qz	ne
znam	Vmr1s	znati
tOj	Pd-nsn	taj
bOg	Ncmsn	bog
znAe	Vmr3s	znati
.	Z	.

kad	Cs	kad
kAžu	Vmr3p	kazati
.	Z	.

samovIle	Npmsn	samovIle
.	Z	.

samovIle	Rgp	samovile
tOj	Pd-nsn	taj
mOra	Vmr3s	morati
se	Px--sa	sebe
spUšta	Vmr3s	spuštati
ozgOl	Npmsn	ozgOl
.	Z	.

iza	Sg	iza
nebO	Ncnsa	nebo
.	Z	.

ka	Cs	kad
tekA	Rgp	tako
kAžu	Vmr3p	kazati
.	Z	.

tOj	Pd-nsn	taj
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

zmIje	Ncfpn	zmija
se	Px--sa	sebe
.	Z	.

ubIju	Vmr3p	ubiti
kad	Cs	kad
.	Z	.

kOjeg	Pisg	koji
nEje	Var3s	biti
ga	Pp3msa	on
strA	Qr	strA
.	Z	.

da	Cs	da
ga	Pp3msa	on
nalEtu	Ncmsd	nalet
.	Z	.

će	Var3s	hteti
ga	Pp3msa	on
ubIja	Vmr3s	ubijati
.	Z	.

kvO	Pr-nsn	kvo
ga	Pp3msa	on
je	Vcr3s	biti
.	Z	.

kogA	Pi3m	tko
je	Var3s	biti
strA	Npfsn	strA
ne	Qz	ne
.	Z	.

nesmE	Npfsg	Nesma
ni	Cc	ni
da	Cs	da
Ide	Vmr3s	ići
.	Z	.

jA	Pp1-sn	ja
kad	Cs	kad
nAjda	Npfsn	Najda
dovEdomo	Npfsn	dovEdomo
.	Z	.

mAter	Ncfsn	mater
ti	Pp2-sd	ti
.	Z	.

o	I	o
stvArno	Rgp	stvarno
.	Z	.

jA	Pp1-sn	ja
zaboravI	Vmr3s	zaboraviti
.	Z	.

((?))	X	((?))
pojdEva	Npfsn	pojdEva
na	Sa	na
ovU	Pdsa	ovaj
sObu	Ncfsa	soba
.	Z	.

i	Cc	i
stAnu	Vmr3p	stati
iza	Sg	iza
sObutu	Ncfsa-t	soba
.	Z	.

a	Cc	a
na	Sl	na
ovAm	Rgp	ovamo
u	Sl	u
golEmutu	Npmsl	golEmut
sObu	Ncfsa	soba
.	Z	.

vrEće	Ncfpn	vreća
đAkove	Aspfsgy	đakov
morUza	Ncmsan	moruz
tekvOj	Qr	tekvOj
.	Z	.

tUra	Var3s	turati
On	Pp3msn	on
naturAli	Vmp-pm	naturati
smo	Var1p	biti
.	Z	.

onA	Pp3fsn	on
pošlA	Vmp-sf	poći
.	Z	.

nAjda	Npfsn	Najda
u	Sl	u
sObu	Ncfsa	soba
.	Z	.

tOj	Pd-nsn	taj
nAjda	Npfsn	Najda
je	Var3s	biti
evE	I	evo
nAša	Ps1fsn	naš
ovdEka	Rgp	ovde
.	Z	.

u	Sl	u
drUgu	Mlofsa	drugi
sObu	Ncfsa	soba
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
bilO	Vmp-sn	biti
ulEzlo	Vmp-sn	ulezti
smOk	Npnsg	smOo
.	Z	.

u	Sl	u
sObuti	Ncfsl	sobut
.	Z	.

a	Cc	a
đAkove	Aspfsgy	đakov
plenEsmo	Px--sd	plenEsmo
rUzu	Qr	rUzu
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
dOjde	Vmr3s	doći
bre	I	bre
pa	Cc	pa
se	Px--sa	sebe
uvlačE	Vmr3p	uvlačiti
u	Sa	u
u	Sl	u
mOruzutu	Npmsl	mOruzut
.	Z	.

i	Cc	i
onA	Pp3fsn	on
tIđe	Npfsg	Tiđa
u	Sl	u
sObutu	Npmsl	sObut
.	Z	.

zarovA	Qr	zarovA
.	Z	.

zArova	I	zArova
u	Sa	u
sAv	Pi-msn	sav
slAs	Pi3n-n	slAs
a	Cc	a
mI	Pp1-pn	ja
u	Sa	u
dvOrat	Npmsl	dvOra
.	Z	.

tAm	Rgp	tamo
.	Z	.

Ona	Pp3fsn	on
zArova	Px--sd	zArova
zApišta	Vma3s	zapištati
.	Z	.

zmejA	Ncfpn	zmeja
zmejA	Vmp-pm	zmeti
a	Cc	a
mI	Pp1-pn	ja
.	Z	.

mI	Pp1-pn	ja
mOj	Ps1msn	moj
mUž	Ncmsn	muž
On	Pp3msn	on
bIl	Vcp-sm	biti
Onda	Rgp	onda
u	Sa	u
dvOrat	Ncmsa-t	dvor
radEo	Vmp-sm	radeti
.	Z	.

mI	Pp1-pn	ja
pritrčAmo	Vmr1p	pritrčati
kakvO	Pi-nsn	kakav
zmijA	Ncfsn	zmija
u	Sl	u
sObu	Ncmsl	sob
.	Z	.

enE	I	eno
ju	Pp3fsa	on
onA	Pp3fsn	on
ne	Qz	ne
da	Cs	da
pobEgne	Vmr3s	pobeći
na	Sa	na
dvOr	Ncmsan	dvor
.	Z	.

nEgo	Cc	nego
gg	Rgp	gg
grAbi	Vmr3s	grabiti
.	Z	.

pa	Cc	pa
u	Sl	u
tU	Npmsl	tU
.	Z	.

u	Sa	u
drUgi	Mlomsan	drugi
krevEt	Ncmsan	krevet
.	Z	.

pobEže	Vma3s	pobeći
pa	Cc	pa
lEgla	Vmp-sf	leći
.	Z	.

i	Cc	i
rovE	Mlcf-n	rova
.	Z	.

gde	Rgp	gde
je	Var3s	biti
bre	I	bre
zmijA	Ncfsn	zmija
gde	Rgp	gde
je	Var3s	biti
zmijA	Ncfsn	zmija
.	Z	.

ete	I	eto
u	Sl	u
vrEćutu	Npmsl	vrEćut
.	Z	.

kad	Cs	kad
.	Z	.

se	Px--sd	sebe
okAmo	Vmr1p	okati
u	Sa	u
.	Z	.

u	Sa	u
.	Z	.

Rža	Qr	Rža
.	Z	.

zaokAmo	Rgp	zaokamo
On	Pp3msn	on
.	Z	.

dEla	Ncnpn	delo
se	Px--sa	sebe
nEkvo	Vmp-sn	nekti
sa	Si	sa
sećIru	Npmsl	sećIr
.	Z	.

On	Pp3msn	on
ulEze	Npmsn	ulEze
sa	Si	sa
sećIrutu	Ncfsa-t	sećira
.	Z	.

sa	Si	sa
svE	Pi-nsn	sav
držAljutu	Ncfsa-t	držalja
otUdek	Npmsn	otUdek
.	Z	.

i	Cc	i
Ubi	Npfsn	Ubi
ju	Pp3fsa	on
onA	Pp3fsn	on
več	Rgp	već
oOpazi	Vcr3s	oopazbiti
zlO	Rgp	zlo
.	Z	.

onA	Pp3fsn	on
prEko	Sg	preko
vrEćutu	Ncfsa-t	vreća
.	Z	.

pa	Cc	pa
na	Sa	na
dOle	Rgp	dole
na	Sa	na
pAtos	Ncmsan	patos
sAda	Rgp	sada
izlEzne	Vmr3s	izleći
.	Z	.

On	Pp3msn	on
prEko	Sg	preko
zare/	Mdc	zare/
sa	Si	sa
ss	Ncmpi	ss
.	Z	.

prEko	Sg	preko
srEza	Ncmsg	srez
sećIrutu	Ncfsa-t	sećira
tOj	Pd-nsn	taj
.	Z	.

te	Cc	te
ju	Pp3fsa	on
Ubi	Vmp-sm	ubiti
.	Z	.

t	X	t
ete	I	eto
tek/	Pd-nsn	tek/
tekvOj	Pi-nsn	tekvOj
dEco	Ncfsv	deca
.	Z	.

i	Cc	i
u	Sa	u
bre	I	bre
.	Z	.

Ima	Vmr3s	imati
.	Z	.

podIgni	Rr	poditi
torbE	Ncfpa	torba
da	Cs	da
ti	Pp2-sd	ti
ne	Qz	ne
.	Z	.

imAlo	Vmp-sn	imati
je	Var3s	biti
.	Z	.

imAlo	Vmp-sn	imati
je	Var3s	biti
.	Z	.

sAmo	Rgp	samo
kOj	Pi3m-n	koji
si	Px--sd	sebe
je	Var3s	biti
odIl	Npmsn	Odil
da	Cs	da
trAži	Vmr3s	tražiti
da	Cs	da
si	Px--sd	sebe
iskOpa	Vmr3s	iskopati
.	Z	.

a	Cc	a
čUjem	Vmr1s	čuti
.	Z	.

onIja	Pp3mpn	onaj
iskopAlo	Vmp-sn	iskopati
onIja	Pd-msan	onaj
iskopAlo	Vmp-sn	iskopati
.	Z	.

imAlo	Vmp-sn	imati
je	Var3s	biti
u	Sa	u
plAninu	Ncfsa	planina
.	Z	.

tekvO	Pd-nsn	takav
je	Var3s	biti
.	Z	.

kakO	Cs	kako
li	Qq	li
?	Z	?
.	Z	.

onO	Pd-nsn	onaj
ti	Pp2-sd	ti
na	Sa	na
sAn	Ncmsan	san
dOjde	Vmr3s	doći
.	Z	.

dOjde	Vmr3s	doći
na	Sa	na
sAn	Ncmsan	san
tUj	Rgp	tu
tUj	Rgp	tu
.	Z	.

kakO	Cs	kako
ete	Vmr2s	etti
sAg	Rgp	sad
tI	Pp2-sn	ti
si	Var2s	biti
došlA	Vmp-sf	doći
kod	Sg	kod
nAs	Pp1-pg	mi
.	Z	.

sA	Si	sa
će	Var3s	hteti
na	Sa	na
vratAta	Ncfsn-t	vrata
da	Cs	da
izlAziš	Vmr2s	izlaziti
da	Cs	da
si	Px--sd	sebe
Ideš	Vmr2s	ići
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
ti	Pp2-sd	ti
dOjde	Vmr3s	doći
u	Sa	u
sAn	Ncmsan	san
.	Z	.

tUj	Rgp	tu
tUj	Rgp	tu
Ima	Vmr3s	imati
.	Z	.

pAre	Ncfpn	para
.	Z	.

tI	Pp2-sn	ti
dOjdeš	Pd-nsa	dOjdeš
.	Z	.

kOpaš	Vmr2s	kopati
kOpaš	Vmr2s	kopati
.	Z	.

i	Cc	i
onO	Pd-nsn	onaj
.	Z	.

se	Pxsa	sebe
poznAje	Vmr3s	poznavati
je	Pp3fsa	on
l	Cc	i
tUrene	Appfpny	turiti
.	Z	.

na	Sa	na
parEte	Agpfpgy	parete
plOča	Ncfpg	ploča
.	Z	.

e	I	e
l	Qq	li
tUreno	Vmp-sn	tueti
nekvO	Pi--sn	nekvo
d/	Qr	d/
.	Z	.

e	I	e
l	Qq	li
plOča	Ncfsn	ploča
el	Qq	jel
.	Z	.

aha	Qr	aha
.	Z	.

i	Cc	i
onO	Pd-nsn	onaj
.	Z	.

podvIje	Vmr3s	podviti
sAmo	Rgp	samo
tOra	Ncmsg	tor
.	Z	.

na	Sa	na
vrAgat	Ncmsa-t	vrag
na	Sl	na
bUku	Ncfsa	buka
tO	Pd-nsn	taj
ovAk	Rgp	ovako
.	Z	.

i	Cc	i
onE	Pp3fpn	oni
trEsnu	Vmr3p	tresnuti
.	Z	.

ozdOl	Rgp	odozdo
.	Z	.

al	Cc	ali
svAći	Npmpn	svAć
nE	Qz	ne
sme	Vmr3s	smeti
.	Z	.

da	Cs	da
i	Cc	i
Uzne	Vmr3s	uzeti
.	Z	.

strA	Npmsg	str
čovEka	Ncmsay	čovek
.	Z	.

kAže	Vmr3s	kazati
jedAn	Mlcmsn	jedan
uzEl	Vmp-sm	uzeti
.	Z	.

našAl	Vmp-sm	naći
.	Z	.

a	Cc	a
nO	Cc	no
plOča	Ncfsn	ploča
golEma	Agpfsny	golem
.	Z	.

kakO	Cs	kako
astAl	Vmp-sm	astati
.	Z	.

pakrijEna	Qr	pakrijEna
.	Z	.

On	Pp3msn	on
poglEda	Vmr3s	pogledati
onO	Pd-nsa	onaj
.	Z	.

zmijA	Ncfsn	zmija
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
v	Sa	u
rasparEte	Vmp-sn	raspareti
zmijAta	Px--sa	zmijAta
bilA	Vmp-sf	biti
.	Z	.

i	Cc	i
nesmE	Npfsg	Nesma
da	Cs	da
bRkne	Vmr3s	brknuti
sAg	Rgp	sad
.	Z	.

nEgo	Cc	nego
mAne	Vmr3s	manuti
.	Z	.

mAne	Vmr3s	manuti
i	Cc	i
.	Z	.

naIdu	Npfsa	Naida
drUđi	Qr	drUđi
.	Z	.

tekvIja	Qr	tekvIja
.	Z	.

i	Cc	i
uzEli	Vmp-pm	uzeti
.	Z	.

i	Cc	i
ubIli	Vmp-pm	ubiti
.	Z	.

ali	Cc	ali
im	Pp3d	oni
nE	Qz	ne
da	Vmr3s	dati
u	Sa	u
da	Cs	da
ubIju	Vmr3p	ubiti
nEgo	Cc	nego
.	Z	.

kad	Cs	kad
ju	Pp3fsa	on
vIdi	Vmr3s	videti
.	Z	.

odmA	Rgp	odmah
s	Si	sa
rUku	Ncfsa	ruka
da	Cs	da
uvAne	Qr	uvAne
.	Z	.

kogA	Pi3m	tko
nEje	Var3s	biti
strA	Qr	strA
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
.	Z	.

strA	Npmsn	strA
je	Var3s	biti
jednI	Agpmsny	jedan
i	Cc	i
Onda	Npfsn	Onda
ne	Qz	ne
smEju	Vmr3p	smeti
.	Z	.

dAj	Vmm2s	dati
vAni	Ncfsl	vana
zmijU	Ncfsa	zmija
.	Z	.

al	Cc	ali
kOj	Pi3m-n	koji
smE	Vmr3s	smeti
da	Cs	da
uvAne	Qr	uvAne
.	Z	.

tOj	Pd-nsn	taj
parEte	Ps1nsn	parEte
.	Z	.

e	I	e
jedAn	Mlcmsn	jedan
je	Var3s	biti
.	Z	.

u	Sl	u
ćuštIcu	Npmsl	ćuštIc
.	Z	.

u	Sl	u
selOto	Ncmpl	selo
od	Sg	od
selOto	Ncnsn-t	selo
u	Sl	u
grOvinutu	Npmsl	grOvinut
.	Z	.

vu/	Npmsn	vu/
vUko	Vmr3s	vukoti
ga	Pp3msa	on
oko	Rgp	oko
.	Z	.

našL	Z	našL
pAre	Ncfpn	para
nE	Qz	ne
znam	Vmr1s	znati
kadA	Cs	kada
je	Vcr3s	biti
odAvna	Rgp	odavno
.	Z	.

u	Sl	u
plAnini	Ncfsl	planina
.	Z	.

odnesE	Vmr3s	odneti
dOm	Ncmsan	dom
.	Z	.

pa	Cc	pa
kakvU	Pisa	kakav
će	Var3s	hteti
da	Cs	da
rabOti	Vmr3s	rabotati
ne	Qz	ne
ne	Qz	ne
smEje	Vmr3s	smejati
da	Cs	da
ga	Pp3msa	on
nesE	Vmr3p	neti
u	Sa	u
sObu	Ncfsa	soba
.	Z	.

Oni	Pp3mpn	oni
pred	Sa	pred
vrAta	Ncnpa	vrata
tAmo	Rgp	tamo
u	Sl	u
gradInće	Npfsl	gradInće
.	Z	.

iskopAl	Vmp-sm	iskopati
pa	Cc	pa
i	Cc	i
zakopAl	Npmsn	zakopAl
pa	Cc	pa
U	Sa	u
zem	Ncmsan	zem
.	Z	.

a	Cc	a
nEće	Var3s	hteti
da	Cs	da
.	Z	.

unOsi	Vmr3s	unositi
u	Sl	u
sObu	Ncfsa	soba
za	Sa	za
korIsti	Ncfpa	korist
.	Z	.

mOra	Vmr3s	morati
da	Cs	da
ga	Pp3msa	on
nEšto	Pi3n-a	nešto
s	Si	sa
.	Z	.

ss	Npmsn	ss
sćEpi	Npmsn	sćEpi
njEga	Pp3msa	on
.	Z	.

On	Pp3msn	on
Uzne	Vmr3s	uzeti
.	Z	.

paa	Cc	pa
ljUđe	Ncmpa	čovek
i	Cc	i
sAg	Rgp	sad
si	Px--sd	sebe
sEdu	Vmr3p	sedeti
.	Z	.

te	Pd-fpn	taj
pAre	Ncfpn	para
.	Z	.

u	Sa	u
rUpu	Ncfsa	rupa
jA	Pp1-sn	ja
nesAm	Pp2-pd	nesAm
i	Cc	i
.	Z	.

gledAla	Vmp-sf	gledati
al	Cc	ali
kazUju	Vmr3p	kazivati
ljUdje	Ncfpa	ljudja
.	Z	.

otvOri	Vmr3s	otvoriti
ovAk	Rgp	ovako
i	Cc	i
poglEdaš	Vmr2s	pogledati
.	Z	.

al	Cc	ali
nEće	Var3s	hteti
nIkoj	Pi3m-n	niko
.	Z	.

kletO	Appnsny	kleti
.	Z	.

kletO	Rgp	kleto
bEl	Vmp-sm	beti
.	Z	.

takO	Rgp	tako
je	Var3s	biti
kletO	Appnsny	kleti
.	Z	.

nesmE	Npfsg	Nesma
da	Cs	da
nIkdoj	Qr	nIkdoj
da	Cs	da
Uzne	Vmr3s	uzeti
.	Z	.

tO	Pd-nsn	taj
je	Var3s	biti
vUka	Ncmsay	vuk
iz	Sg	iz
dOl	Rgp	dole
onO	Pd-nsn	onaj
tI	Pp2-sn	ti
.	Z	.

ne	Qz	ne
znAe	Vmr3s	znati
.	Z	.

tI	Pp2-sn	ti
nE	Qz	ne
znaš	Vmr2s	znati
.	Z	.

i	Cc	i
kAžu	Vmr3p	kazati
ljudjE	Px--sa	ljudjE
Idu	Vmr3p	ići
tOj	Pd-nsn	taj
.	Z	.

i	Cc	i
poglEdu	Ncmsl	pogled
tekAj	Npmsn	tekAj
.	Z	.

nesmEja	Qr	nesmEja
.	Z	.

nIkoj	Pi3m-n	niko
.	Z	.

tekvOj	Xf	tekvOj
tekvOj	Xf	tekvOj
dEco	Ncfsv	deca
.	Z	.

aa	Cc	a
?	Z	?
.	Z	.

pa	Cc	pa
.	Z	.

kOji	Pi-mpn	koji
kOji	Pi-mpn	koji
.	Z	.

kOji	Pi-mpn	koji
ss	Vmr3s	ss
.	Z	.

smEju	Vmr3p	smeti
Oni	Pp3mpn	oni
vAne	Ncfpn	vana
.	Z	.

kOji	Pisn	koji
ne	Qz	ne
smEje	Vmr3s	smejati
.	Z	.

gdE	Rgp	gde
sme	Vmr3s	smeti
