dobar	Agpmsnn	dobar
pEnziju	Ncfsa	penzija
imAl	Vmp-sm	imati
bi	Vaa3s	biti
ovdE	Rgp	ovde
nEje	Var3s	biti
imAl	Vmp-sm	imati
nIšta	Pi3n-a	ništa
nIgde	Rgp	nigde
.	Z	.

negp	Npmsn	negp
radEl	Vmp-sm	raditi
siromA	Qr	siromA
do	Sg	do
onAj	Pd-msan	onaj
dAn	Ncmsan	dan
.	Z	.

dokle	Rgp	dokle
mogAl	Vmp-sm	moći
kAd	Rgp	kad
ne	Qz	ne
mOže	Vmr3s	moći
On	Pp3msn	on
dUmaše	Vme3s	dumati
.	Z	.

ne	Qz	ne
mOže	Vmr3s	moći
nego	Cs	nego
jA	Pp1-sn	ja
ću	Var1s	hteti
vEli	Vmr3s	velim
tAmo	Rgp	tamo
u	Sa	u
pOlje	Ncnsa	polje
u	Sa	u
pOlje	Ncnsa	polje
đAvola	Ncmsg	đavo
•	X	•
čuvAla	Vmp-sf	čuvati
sam	Var1s	biti
ga	Pp3msa	on
u	Sa	u
mEsto	Ncnsa	mesto
i	Cc	i
njEga	Pp3msa	on
trI	Mlc	tri
gOdine	Ncfsg	godina
•	X	•
u	Sa	u
mEsto	Ncnsa	mesto
.	Z	.

a	Cc	a
stArt/	Pi3n-n	stArt/
svEkar	Ncmsn	svekar
mi	Pp1-sd	ja
čEtri	Mlc	četiri
gOdine	Ncfpn	godina
Bil	Vcp-sm	biti
bez	Sg	bez
nOgu	Ncfsa	noga
.	Z	.

ne	Qz	ne
dAdoše	Vma3p	dati
daa/	Ncfpn	daaa
idOmo	Vmr1p	ići
dOle	Rgp	dole
bAgim	Rgp	bagim
ḱe	Var3s	hteti
dadU	Vmr3p	dati
pOmoḱ	Pdsan	pOmoḱ
nEkakəv	Ncmsan	nekakəv
•	X	•
onI	Pp3mpn	oni
ne	Qz	ne
dAdoše	Vma3p	dati
•	X	•
i	Cc	i
tO	Pd-nsn	taj
ne	Qz	ne
dAdoše	Vmp-sn	dati
.	Z	.

išlI	Vmp-pm	ići
jednI	Agpmsny	jedan
•	X	•
išlI	Vmp-pm	ići
.	Z	.

išlI	Vmp-pm	ići
gOre	Rgp	gore
Evo	I	evo
Imaše	Vme3s	imati
gOre	Rgp	gore
edAn	Mlcmsn	jedan
sAva	Npfsn	Sava
.	Z	.

On	Pp3msn	on
imAl	Vmp-sm	imati
dvA	Mlc	dva
sI/	Sa	sI/
trI	Mlc	tri
sIna	Ncmsg	sin
a	Cc	a
jedAn	Mlcmsn	jedan
nE	Qz	ne
znam	Vmr1s	znati
kakAv	Pi-msn	kakav
je	Vcr3s	biti
aaa	I	a
jedAn	Mlcmsn	jedan
bEše	Vce3s	biti
učItelj	Ncmsn	učitelj
a	Cc	a
jedAn	Mlcmsn	jedan
bIl/	Npmsn	bIl/
jedAn	Mlcmsn	jedan
je	Var3s	biti
pUkovnik	Ncmsn	pukovnik
kakAv	Pi-msn	kakav
li	Qq	li
je	Var3s	biti
sAg	Rgp	sad
u	Sa	u
bEograd	Npmsan	Beograd
.	Z	.

pa	Cc	pa
dodIl	Vmp-sm	doći
skOro	Rgp	skoro
u	Sa	u
dRvnik	Npmsan	dRvnik
ovdE	Rgp	ovde
.	Z	.

ljubIša	Npmsn	ljubiša
•	X	•
milosAvljević	Npmsn	Milosavljević
ljubIša	Npmsn	ljubiša
.	Z	.

pa	Cc	pa
dodIl	Vmp-sm	doći
u	Sa	u
dRvnik	Ncmsan	drvnik
•	X	•
pa	Cc	pa
nEma	Vmr3s	imati
kvO	Pi3n-n	kvo
da	Cs	da
lI	Qq	li
da	Cs	da
ponesE	Vmr3s	poneti
za	Sa	za
Uspomenu	Ncfsa	uspomena
iz	Sg	iz
dRvnik	Npmsg	dRvnik
.	Z	.

on	Pp3msn	on
vEli	Vmr3s	velim
uzEl	Vmp-sm	uzeti
•	X	•
kolO	Ncnsa	kolo
.	Z	.

kOla	Ncnpn	kola
znAeš	Vmr2s	znati
kOla	Ncnpn	kola
ovA	Pi3n-n	ovaj
((?))	X	((?))
što	Cs	što
terAli	Vmp-pm	terati
ljUdi	Ncmpn	čovek
kOla	Ncnpn	kola
((?))	X	((?))
.	Z	.

tAj	Pd-msn	taj
ljubIša	Npmsn	ljubiša
.	Z	.

pa	Cc	pa
onO	Pd-nsn	onaj
svI	Vmr3s	svirati
ste	Var2p	biti
me	Pp1-sa	ja
snimAli	Vmp-pm	snimati
.	Z	.

pa	Cc	pa
dE	Rgp	gde
ću	Var1s	hteti
bUdem	Var1s	biti
jA	Pp1-sn	ja
tUj	Rgp	tu
sAg	Rgp	sad
.	Z	.

e	I	e
.	Z	.

e	I	e
.	Z	.

kakO	Cs	kako
.	Z	.

kvO	Pr-nsn	kvo
.	Z	.

vatAli	Agpmsny	vatali
sInko	Ncmsn	sinko
.	Z	.

pa	Cc	pa
bIju	Vmr3p	biti
.	Z	.

bIju	Vmr3p	biti
kUrjaci	Ncmpn	kurjak
paa	Cc	pa
odAvna	Rgp	odavno
imAlo	Vmp-sn	imati
snEgovi	Ncmpn	sneg
golemI	Agpmpny	golem
snEgovi	Ncmpn	sneg
.	Z	.

pa	Cc	pa
zAje/	Agpfpny	zajei
mUžje	Ncfpn	muž
bilI	Vmp-pm	biti
mlOgo	Rgp	mnogo
mUžje	Ncnsa	muž
pa	Cc	pa
vIde	Vmr3p	videti
tAm	Rgp	tamo
onOj	Pd-nsn	onaj
zEčevi	Ncmpn	zec
.	Z	.

onI	Pp3mpn	oni
Idu	Vmr3p	ići
pa	Cc	pa
vAćaju	Ncfpn	vaćaja
zAjci	Npmpn	Zajac
.	Z	.

sas	Si	sa
kOfe	Npmpa	kOf
bIju	Vmr3p	biti
.	Z	.

a	Cc	a
vUkovi	Ncmpn	vuk
imAlo	Vmp-sn	imati
vUkovi	Ncmpn	vuk
mOj	Ps1msn	moj
svEkar	Ncmsn	svekar
pošAl	Vmp-sm	pošati
za	Sa	za
šUmu	Ncfsa	šuma
••	X	••
onO	Pd-nsn	onaj
vEli	Vmr3s	velim
trI	Mlc	tri
.	Z	.

a	Cc	a
jedAn	Mlcmsn	jedan
krIv/	Npmsan	krIv/
krIvi	Agpmsny	kriv
.	Z	.

ja	Pp1-sn	ja
vEli	Vmr3s	velim
gdE	Rgp	gde
ću	Var1s	hteti
kakO	Cs	kako
ću	Var1s	hteti
.	Z	.

onI	Pp3mpn	oni
kad	Cs	kad
me	Pp1-sa	ja
velI	Vmr3s	velim
vidOše	Vce3s	viditi
onI	Pp3mpn	oni
velI	Vmr3s	velim
kad	Cs	kad
se	Px--sa	sebe
jUrnuše	Vma3p	jurnuti
onIja	Pd-mpn	onaj
vUkovi	Ncmpn	vuk
.	Z	.

jA	Pp1-sn	ja
velI	Vmr3s	velim
vrljI	Npmsd	Vrlja
šUmu	Ncfsa	šuma
•	X	•
ovAk/	Pi-nsn	ovAk/
On	Pp3msn	on
se	Pxsa	sebe
bIl	Vcp-sm	biti
uprtIl	I	uprtIl
u	Sl	u
šUmu	Ncmsl	šum
bilO	Vmp-sn	biti
snEg	Ncmsn	sneg
golEm	Agpmsnn	golem
.	Z	.

ja	Pp1-sn	ja
šUmu	Ncfsa	šuma
bacI	Vmr3s	baciti
pa	Cc	pa
vEli	Vmr3s	velim
kad	Cs	kad
•	X	•
počE	Vmr1s	početi
da	Cs	da
bežIm	Vmr1s	bežati
vEli	Vmr3s	velim
onI	Pp3mpn	oni
idOše	Ncfpa	idoša
do	Sg	do
negdE	Rgp	negde
pa	Cc	pa
velI	Vmr3s	velim
vrnUše	Pi-msn	vrnUše
se	Px--sa	sebe
nAgore	Vmr3p	nagoriti
.	Z	.

imAlo	Vmp-sn	imati
sInko	Ncmsn	sinko
onO	Pd-nsn	onaj
i	Cc	i
sAg	Rgp	sad
Ima	Vmr3s	imati
vUkovi	Ncmpn	vuk
••	X	••
i	Cc	i
sAg	Rgp	sad
Ima	Vmr3s	imati
.	Z	.

aaa	I	a
.	Z	.

od	Sg	od
kvO	Pi-nsa	kvo
.	Z	.

od	Sg	od
urOci	Ncmpn	urok
••	X	••
paa	Cc	pa
•	X	•
znAm	Vmr1s	znati
li	Qq	li
ga	Pp3msa	on
jA	Pp1-sn	ja
sInko	Ncmsn	sinko
jA	Pp1-sn	ja
nE	Qz	ne
znam	Vmr1s	znati
tOj	Pd-nsn	taj
.	Z	.

sAmo	Rgp	samo
znAm	Vmr1s	znati
kad	Cs	kad
smo	Var1p	biti
mI	Pp1-pn	ja
pričuvAli	Vmp-pm	pričuvati
dEcu	Ncnpa	dete
onI	Pp3mpn	oni
velI	Vmr3s	velim
kad	Cs	kad
po/	X	po/
iznesEv	Ncnsn	iznesev
dEcu	Ncnpa	dete
tI	Pp2-sn	ti
velI	Vmr3s	velim
•	X	•
natRgni	Vmp-pm	natrgti
ovAk	Rgp	ovako
sas	Si	sa
((?))	X	((?))
•	X	•
p/	X	p/
natamnI	Pi-nsn	natamnI
ga	Pp3msa	on
da	Cs	da
ne	Qz	ne
vAta	Ncfsn	vata
Od	Sg	od
oči	Ncnpn	oko
.	Z	.

nE	Qz	ne
•	X	•
nE	Qz	ne
znam	Vmr1s	znati
jA	Pp1-sn	ja
•	X	•
i	Cc	i
jA	Pp1-sn	ja
sam	Var1s	biti
.	Z	.

Evo	I	evo
sInko	Ncmsn	sinko
onO	Pd-nsn	onaj
ovdEka	Rgp	ovde
pritRpano	Vmp-sn	pritrpći
u	Sa	u
ovOj	Pd-nsn	ovaj
((?))	X	((?))
ovOj	Pd-nsn	ovaj
.	Z	.

koE	Pi-nsa	koji
.	Z	.

pa	Cc	pa
slIkaj	Vmm2s	slikati
sAmo/	X	samo/
e	I	e
Imam	Vmr1s	imati
jA	Pp1-sn	ja
ovdE	Rgp	ovde
pƏln	Npmsn	pƏln
sandAk	Npmsn	Sandak
ali	Cc	ali
štA	Pi3n-n	što
vrEdi	Vmr3s	vrediti
kad	Cs	kad
trEba	Vmr3s	trebati
da	Cs	da
otkInem	Vmr1s	otkinuti
vAmo	Pi3n-a	vAmo
.	Z	.

mnOgo	Rgp	mnogo
se	Px--sa	sebe
trEba	Vmr3s	trebati
mAem	Agpmsny	maem
.	Z	.

((?))	X	((?))
će	Var3s	hteti
da	Cs	da
rUčame	Ncnsn	ručame
mI	Pp1-pn	ja
vI	Pp2-pn	vi
ne	Qz	ne
tejAste	Agpmsny	tejaste
bAr	Ncmsn	bar
kAvu	Ncfsa	kafa
da	Cs	da
ste	Var2p	biti
popIli	Vmp-pm	popiti
.	Z	.

pa	Cc	pa
idOste	Vcr3s	bisti
nEgde	Rgp	negde
u	Sl	u
selOvo	Npfsl	selOvo
.	Z	.

a	Cc	a
mIl/	Appfsny	miti
mIlku	Npfsa	Milka
ne	Qz	ne
stE	Var2p	biti
vidEli	Vmp-pm	videti
.	Z	.

u	Sl	u
bAlinci	Ncfsl	balinka
•	X	•
Ej	I	ej
tAj	Pd-msn	taj
mIlka	Npfsn	Milka
Ona	Npfsn	Ona
sAmo	Rgp	samo
u	Sl	u
bAlinci	Ncfsl	balinka
Ide	Vmr3s	ići
.	Z	.

sElo	Vmp-sn	sesti
dRvnik	Qr	dRvnik
.	Z	.

trIes	Mlc	trideset
šEsto	Mlonsn	šesti
.	Z	.

Ajde	I	hajde
srEḱan	Sa	srEḱan
vi	Pp2-pn	vi
pUt	Ncmsn	put
sInko	Ncmsn	sinko
•	X	•
u	Sa	u
zdrAVlje	Ncnsa	zdravlje
idEte	Vmr2p	ići
.	Z	.

doviđEnje	Qr	doviđEnje
.	Z	.

